Order	Coral_Species	Phylotype
996	Acropora millepora	C3
997	Acropora millepora	C3
998	Acropora millepora	C3
999	Acropora millepora	C3
1000	Acropora millepora	C3
1001	Acropora millepora	C3
1002	Acropora millepora	C3
1003	Acropora millepora	C3
1004	Acropora millepora	C3
1005	Acropora millepora	C3
1006	Acropora millepora	C3
1007	Acropora millepora	C3
1008	Acropora millepora	C3
1009	Acropora millepora	C3
1010	Acropora millepora	C3
1011	Acropora millepora	C3
1012	Acropora millepora	C3
1013	Acropora millepora	C3
1014	Acropora millepora	C3
1015	Acropora millepora	C3
1016	Acropora millepora	C3
1017	Acropora millepora	C3
1018	Acropora millepora	C3
1019	Acropora millepora	C3
1020	Acropora millepora	C3
1021	Acropora millepora	C3
1022	Acropora millepora	C3
1023	Acropora millepora	C3
1024	Acropora millepora	C3
1025	Acropora millepora	C3
1026	Acropora millepora	C3
1027	Acropora millepora	C3
1028	Acropora millepora	C3
1029	Acropora millepora	C3
1030	Acropora millepora	C3
1031	Acropora millepora	C3
1032	Acropora millepora	C3
1033	Acropora millepora	C3
1034	Acropora millepora	C3
1035	Acropora millepora	C3
1036	Acropora millepora	C3
1037	Acropora millepora	C3
1038	Acropora millepora	C3
1039	Acropora millepora	C3
1040	Acropora millepora	C3
1041	Acropora millepora	C3
1042	Acropora millepora	C3
1043	Acropora millepora	C3
1044	Acropora millepora	C3
1045	Acropora millepora	C3
1046	Acropora millepora	C3
1047	Acropora millepora	C3
1048	Acropora millepora	C3
1049	Acropora millepora	C3
1050	Acropora millepora	C3
1051	Acropora millepora	C3
1052	Acropora millepora	C3
1053	Acropora millepora	C3
1054	Acropora millepora	C3
1055	Acropora millepora	C3
1056	Acropora millepora	C3
1057	Acropora millepora	C3
1058	Acropora millepora	C3
1059	Acropora millepora	C3
1060	Acropora millepora	C3
1061	Acropora millepora	C3
1062	Acropora millepora	C3
1063	Acropora millepora	C3
1064	Acropora millepora	C3
1065	Acropora millepora	C3
1066	Acropora millepora	C3
1067	Acropora millepora	C3
1068	Acropora millepora	C3
1069	Acropora millepora	C3
1070	Acropora millepora	C3
1071	Acropora millepora	C3
1072	Acropora millepora	C3
1073	Acropora millepora	C3
1074	Acropora millepora	C3
1075	Acropora millepora	C3
1076	Acropora millepora	C3
1077	Acropora millepora	C3
1078	Acropora millepora	C3
1079	Acropora millepora	C3
1080	Acropora millepora	C3
1081	Acropora millepora	C3
1082	Acropora millepora	C3
1083	Acropora millepora	C3
1084	Acropora millepora	C3
1085	Acropora millepora	C3
1086	Acropora millepora	C3
1087	Acropora millepora	C3
1088	Acropora millepora	C3
1089	Acropora millepora	C3
1090	Acropora millepora	C3
1091	Acropora millepora	C3
1092	Acropora millepora	C3
1093	Acropora millepora	C3
1094	Acropora millepora	C3
1095	Acropora millepora	C3
1096	Acropora millepora	C3
1097	Acropora millepora	C3
1098	Acropora millepora	C3
1099	Acropora millepora	C3
1100	Acropora millepora	C3
1101	Acropora millepora	C3
1102	Acropora millepora	C3
1103	Acropora millepora	C3
1104	Acropora millepora	C3
1105	Acropora millepora	C3
1106	Acropora millepora	C3
1107	Acropora millepora	C3
1108	Acropora millepora	C3
1109	Acropora millepora	C3*
1110	Acropora millepora	C3*
1111	Acropora millepora	C3*
1112	Acropora millepora	C3*
1113	Acropora millepora	C3*
1114	Acropora millepora	C3*
1115	Acropora millepora	C3*
1116	Acropora millepora	C3*
1117	Acropora millepora	C3*
1118	Acropora millepora	C3*
1119	Acropora millepora	C3*
1120	Acropora millepora	C3*
1121	Acropora millepora	C3*
1122	Acropora millepora	C3*
1123	Acropora millepora	C3*
1124	Acropora millepora	C3*
1125	Acropora millepora	C3*
1126	Acropora millepora	C3*
1127	Acropora millepora	C3*
1128	Acropora millepora	C3*
1129	Acropora millepora	C3*
1130	Acropora millepora	C3*
1131	Acropora millepora	C3i
1132	Acropora millepora	C3i
1133	Acropora millepora	C3i
1134	Acropora millepora	C3i
1135	Acropora millepora	C3i
1136	Acropora millepora	C3i
1137	Acropora millepora	C3i
1138	Acropora millepora	C3i
1139	Acropora millepora	C3i
1140	Acropora millepora	C3i
1141	Acropora millepora	C3i
1142	Acropora millepora	C3i
1143	Acropora millepora	C3i
1144	Acropora millepora	C3i
1145	Acropora millepora	C3k
1146	Acropora millepora	C3k
1147	Acropora millepora	C3u
1148	Acropora millepora	C3z
1149	Acropora millepora	C94a
1150	Acropora millepora	DBer06
1151	Acropora millepora	DBer06
1152	Acropora millepora	DBer06
1153	Acropora millepora	DBer06
1154	Acropora millepora	DBer06
1155	Acropora millepora	DBer06
1156	Acropora millepora	DBer06
1157	Acropora millepora	DBer06
1158	Acropora millepora	DBer06
1159	Acropora millepora	DBer06
1160	Acropora millepora	DBer06
1161	Acropora millepora	DBer06
1162	Acropora millepora	DBer06
1163	Acropora millepora	DBer06
1164	Acropora millepora	DBer06
1165	Acropora millepora	DBer06
1166	Acropora millepora	DBer06
1167	Acropora millepora	DBer06
1168	Acropora millepora	DBer06
1169	Acropora millepora	DBer06
1170	Acropora millepora	DBer06
1171	Acropora millepora	DBer06
1172	Acropora millepora	DBer06
1173	Acropora millepora	DBer06
1174	Acropora millepora	DBer06
1175	Acropora millepora	DBer06
1176	Acropora millepora	DJon08
1177	Acropora millepora	DJon08
1178	Acropora millepora	DJon08
1179	Acropora millepora	DJon08
1180	Acropora millepora	DJon08
1181	Acropora millepora	DJon08
1182	Acropora millepora	DJon08
1183	Acropora millepora	DJon08
1184	Acropora millepora	DJon08
1185	Acropora millepora	DJon08
1186	Acropora millepora	DJon08
1187	Acropora millepora	DJon08
1188	Acropora millepora	DJon08
1189	Acropora millepora	DJon08
1190	Acropora millepora	DJon08
1191	Acropora millepora	DJon08
1192	Acropora millepora	DJon08
1193	Acropora millepora	DJon08
1194	Acropora millepora	DJon08
1195	Acropora millepora	DJon08
1196	Acropora millepora	DJon08
1197	Acropora millepora	DJon08
1198	Acropora millepora	DJon08
1199	Acropora millepora	DJon08
1200	Acropora millepora	DJon08
1201	Acropora millepora	DJon08
1202	Acropora millepora	DJon08
1203	Acropora millepora	DJon08
1204	Acropora millepora	DJon08
1205	Acropora millepora	DJon08
1206	Acropora monticulosa	C101
1207	Acropora monticulosa	C3
1208	Acropora monticulosa	C3k
1209	Acropora muricata	A1
1210	Acropora muricata	A1
1211	Acropora muricata	A1
1212	Acropora muricata	A1
1213	Acropora muricata	A1
1214	Acropora muricata	A1
1215	Acropora muricata	A1
1216	Acropora muricata	A1
1217	Acropora muricata	A1
1218	Acropora muricata	A1
1219	Acropora muricata	A1
1220	Acropora muricata	C1
1221	Acropora muricata	C1
1222	Acropora muricata	C1
1223	Acropora muricata	C1
1224	Acropora muricata	C1
1225	Acropora muricata	C1
1226	Acropora muricata	C1
1227	Acropora muricata	C1
1228	Acropora muricata	C1
1229	Acropora muricata	C1
1230	Acropora muricata	C1
1231	Acropora muricata	C1
1232	Acropora muricata	C1
1233	Acropora muricata	C1
1234	Acropora muricata	C1
1235	Acropora muricata	C1
1236	Acropora muricata	C1
1237	Acropora muricata	C1
1238	Acropora muricata	C1
1239	Acropora muricata	C1
1240	Acropora muricata	C1
1241	Acropora muricata	C1
1242	Acropora muricata	C1
1243	Acropora muricata	C1
1244	Acropora muricata	C1
1245	Acropora muricata	C1
1246	Acropora muricata	C1
1247	Acropora muricata	C1
1248	Acropora muricata	C1
1249	Acropora muricata	C1
1250	Acropora muricata	C1
1251	Acropora muricata	C1
1252	Acropora muricata	C1
1253	Acropora muricata	C1
1254	Acropora muricata	C1
1255	Acropora muricata	C1
1256	Acropora muricata	C1
1257	Acropora muricata	C101
1258	Acropora muricata	C101
1259	Acropora muricata	C101
1260	Acropora muricata	C109a
1261	Acropora muricata	C109a-b
1262	Acropora muricata	C109a-b
1263	Acropora muricata	C109a-c
1264	Acropora muricata	C109a-c
1265	Acropora muricata	C109a-c
1266	Acropora muricata	C109a-c
1267	Acropora muricata	C3
1268	Acropora muricata	C3
1269	Acropora muricata	C3
1270	Acropora muricata	C3
1271	Acropora muricata	C3
1272	Acropora muricata	C3
1273	Acropora muricata	C3
1274	Acropora muricata	C3
1275	Acropora muricata	C3
1276	Acropora muricata	C3
1277	Acropora muricata	C3
1278	Acropora muricata	C3
1279	Acropora muricata	C3
1280	Acropora muricata	C3
1281	Acropora muricata	C3
1282	Acropora muricata	C3
1283	Acropora muricata	C3
1284	Acropora muricata	C3
1285	Acropora muricata	C3
1286	Acropora muricata	C3
1287	Acropora muricata	C3
1288	Acropora muricata	C3
1289	Acropora muricata	C3
1290	Acropora muricata	C3
1291	Acropora muricata	C3
1292	Acropora muricata	C3
1293	Acropora muricata	C3
1294	Acropora muricata	C3
1295	Acropora muricata	C3
1296	Acropora muricata	C3
1297	Acropora muricata	C3
1298	Acropora muricata	C3
1299	Acropora muricata	C3
1300	Acropora muricata	C3
1301	Acropora muricata	C3i
1302	Acropora muricata	C3i
1303	Acropora muricata	C3kk
1304	Acropora muricata	C3u
1305	Acropora muricata	C3u
1306	Acropora muricata	C3u
1307	Acropora muricata	C3u
1308	Acropora muricata	C3u
1309	Acropora muricata	C3u
1310	Acropora muricata	C3u
1311	Acropora muricata	C3u
1312	Acropora muricata	C3u
1313	Acropora muricata	C3u
1314	Acropora muricata	C3u
1315	Acropora muricata	C3u
1316	Acropora muricata	C3u
1317	Acropora muricata	C3u
1318	Acropora muricata	C3u
1319	Acropora muricata	C3u
1320	Acropora muricata	C3u
1321	Acropora muricata	C3u
1322	Acropora muricata	C3u
1323	Acropora muricata	C3u
1324	Acropora muricata	C3u
1325	Acropora muricata	C3u
1326	Acropora muricata	C3u
1327	Acropora muricata	C3u
1328	Acropora muricata	C3u
1329	Acropora muricata	C3u
1330	Acropora muricata	C3u
1331	Acropora muricata	C3u
1332	Acropora muricata	C3u
1333	Acropora muricata	C3u
1334	Acropora muricata	C3u
1335	Acropora muricata	C3u
1336	Acropora muricata	C3u
1337	Acropora muricata	C3u
1338	Acropora muricata	C3u
1339	Acropora muricata	C3u
1340	Acropora muricata	C3u
1341	Acropora muricata	C3u
1342	Acropora muricata	C3u
1343	Acropora muricata	C3u
1344	Acropora muricata	C3u
1345	Acropora muricata	C3u
1346	Acropora muricata	C3u
1347	Acropora muricata	C3u
1348	Acropora muricata	C3u
1349	Acropora muricata	C3u
1350	Acropora muricata	C3u
1351	Acropora muricata	C3u
1352	Acropora muricata	C3u
1353	Acropora muricata	C3u
1354	Acropora muricata	C3u
1355	Acropora muricata	C3u
1356	Acropora muricata	C3u
1357	Acropora muricata	C3u
1358	Acropora muricata	C3u
1359	Acropora muricata	C3u
1360	Acropora muricata	C3u
1361	Acropora muricata	C3u
1362	Acropora muricata	C3u
1363	Acropora muricata	C3u
1364	Acropora muricata	C3u
1365	Acropora muricata	C3u
1366	Acropora muricata	C3u
1367	Acropora muricata	C3u
1368	Acropora muricata	C3u
1369	Acropora muricata	C3u
1370	Acropora muricata	C3u
1371	Acropora muricata	C3u
1372	Acropora muricata	C3u
1373	Acropora muricata	C3z
1374	Acropora muricata	C3z
1375	Acropora muricata	C3z
1376	Acropora muricata	C3z
1377	Acropora muricata	C3z
1378	Acropora muricata	C3z
1379	Acropora muricata	C3z
1380	Acropora muricata	C3z
1381	Acropora muricata	C3z
1382	Acropora muricata	D1
1383	Acropora muricata	D1
1384	Acropora muricata	D1
1385	Acropora muricata	D1
1386	Acropora muricata	D1-4
1387	Acropora muricata	D1-4
1388	Acropora muricata	D1-4
1389	Acropora muricata	D1-4
1390	Acropora muricata	D1-4
1391	Acropora muricata	D1-4
1392	Acropora muricata	D1-4
1393	Acropora muricata	DOli11
1394	Acropora muricata	DOli11
1395	Acropora muricata	DOli11
1396	Acropora muricata	DOli11
1397	Acropora muricata	DOli11
1398	Acropora muricata	DOli11
1399	Acropora muricata	DOli11
1400	Acropora muricata	DOli11
1401	Acropora muricata	DOli11
1402	Acropora muricata	DOli11
1403	Acropora muricata	DOli11
1404	Acropora muricata	DOli11
1405	Acropora nasuta	A1
1406	Acropora nasuta	A1
1407	Acropora nasuta	A1
1408	Acropora nasuta	A1
1409	Acropora nasuta	C1
1410	Acropora nasuta	C1
1411	Acropora nasuta	C1
1412	Acropora nasuta	C1
1413	Acropora nasuta	C1
1414	Acropora nasuta	C1
1415	Acropora nasuta	C1
1416	Acropora nasuta	C1
1417	Acropora nasuta	C1
1418	Acropora nasuta	C1
1419	Acropora nasuta	C1
1420	Acropora nasuta	C1
1421	Acropora nasuta	C1
1422	Acropora nasuta	C101
1423	Acropora nasuta	C101
1424	Acropora nasuta	C21.12
1425	Acropora nasuta	C21.12
1426	Acropora nasuta	C21.12
1427	Acropora nasuta	C21.12
1428	Acropora nasuta	C21.13
1429	Acropora nasuta	C21.13
1430	Acropora nasuta	C27
1431	Acropora nasuta	C27
1432	Acropora nasuta	C27
1433	Acropora nasuta	C27
1434	Acropora nasuta	C3
1435	Acropora nasuta	C3
1436	Acropora nasuta	C3
1437	Acropora nasuta	C3
1438	Acropora nasuta	C3
1439	Acropora nasuta	C3
1440	Acropora nasuta	C3
1441	Acropora nasuta	C3
1442	Acropora nasuta	C3
1443	Acropora nasuta	C3
1444	Acropora nasuta	C3
1445	Acropora nasuta	C3
1446	Acropora nasuta	C3
1447	Acropora nasuta	C3
1448	Acropora nasuta	C3
1449	Acropora nasuta	C3
1450	Acropora nasuta	C3
1451	Acropora nasuta	C3
1452	Acropora nasuta	C3
1453	Acropora nasuta	C3
1454	Acropora nasuta	C3
1455	Acropora nasuta	C3
1456	Acropora nasuta	C3
1457	Acropora nasuta	C3
1458	Acropora nasuta	C3
1459	Acropora nasuta	C3
1460	Acropora nasuta	C3
1461	Acropora nasuta	C3
1462	Acropora nasuta	C3
1463	Acropora nasuta	C3
1464	Acropora nasuta	C3
1465	Acropora nasuta	C3.10
1466	Acropora nasuta	C3.11
1467	Acropora nasuta	C3.2
1468	Acropora nasuta	C3.2
1469	Acropora nasuta	C3.2
1470	Acropora nasuta	C3.2.
1471	Acropora nasuta	C3.7
1472	Acropora nasuta	C3.8
1473	Acropora nasuta	C3.8
1474	Acropora nasuta	C3.8
1475	Acropora nasuta	C3b
1476	Acropora nasuta	C3b
1477	Acropora nasuta	C3b
1478	Acropora nasuta	C3b
1479	Acropora nasuta	C3b
1480	Acropora nasuta	C3i
1481	Acropora nasuta	C3i
1482	Acropora nasuta	C3i
1483	Acropora nasuta	C3i
1484	Acropora nasuta	C3i
1485	Acropora nasuta	C3k
1486	Acropora nasuta	C3k
1487	Acropora nasuta	C3k
1488	Acropora nasuta	C3u
1489	Acropora nasuta	C3z
1490	Acropora palmata	A3
1491	Acropora palmata	A3
1492	Acropora palmata	A3
1493	Acropora palmata	A3
1494	Acropora palmata	A3
1495	Acropora palmata	A3
1496	Acropora palmata	A3
1497	Acropora palmata	A3
1498	Acropora palmata	A3
1499	Acropora palmata	A3
1500	Acropora palmata	A3
1501	Acropora palmata	A3
1502	Acropora palmata	A3
1503	Acropora palmata	A3
1504	Acropora palmata	A3
1505	Acropora palmata	A3
1506	Acropora palmata	A3
1507	Acropora palmata	A3
1508	Acropora palmata	A3
1509	Acropora palmata	A3
1510	Acropora palmata	A3
1511	Acropora palmata	A3
1512	Acropora pulchra	A1.4
1513	Acropora pulchra	C3
1514	Acropora pulchra	C3
1515	Acropora pulchra	C3
1516	Acropora pulchra	C3
1517	Acropora pulchra	C3i
1518	Acropora pulchra	C3i
1519	Acropora pulchra	D1
1520	Acropora pulchra	D1
1521	Acropora pulchra	D1.9
1522	Acropora pulchra	D2-4
1523	Acropora pulchra	DOli11
1524	Acropora pulchra	DOli11
1525	Acropora pulchra	DOli11
1526	Acropora pulchra	DOli11
1527	Acropora pulchra	DOli11
1528	Acropora pulchra	DOli11
1529	Acropora robusta	C1
1530	Acropora robusta	C1
1531	Acropora robusta	C101
1532	Acropora robusta	C101
1533	Acropora robusta	C101
1534	Acropora robusta	C3
1535	Acropora robusta	C3
1536	Acropora robusta	C3
1537	Acropora robusta	C3
1538	Acropora robusta	C3i
1539	Acropora robusta	C3k
1540	Acropora robusta	C3k
1541	Acropora robusta	C3u
1542	Acropora robusta	C3z
1543	Acropora robusta	C3z
1544	Acropora robusta	D2
1545	Acropora samoensis	C101
1546	Acropora samoensis	C101
1547	Acropora samoensis	C109a-c
1548	Acropora samoensis	C109b
1549	Acropora samoensis	C109b
1550	Acropora samoensis	C109b
1551	Acropora samoensis	C109b
1552	Acropora samoensis	C109b
1553	Acropora samoensis	C109b
1554	Acropora samoensis	C1g
1555	Acropora samoensis	C3u
1556	Acropora samoensis	C3u
1557	Acropora samoensis	C3z
1558	Acropora samoensis	C3z
1559	Acropora samoensis	C3z
1560	Acropora samoensis	C3z
1561	Acropora samoensis	C3z
1562	Acropora samoensis	C3z
1563	Acropora samoensis	C3z
1564	Acropora sarmentosa	C1
1565	Acropora sarmentosa	C3
1566	Acropora sarmentosa	C3
1567	Acropora sarmentosa	C3i
1568	Acropora sarmentosa	C3i
1569	Acropora secale	C1
1570	Acropora secale	C101
1571	Acropora secale	C101
1572	Acropora secale	C109a
1573	Acropora secale	C109a
1574	Acropora secale	C109a
1575	Acropora secale	C109a
1576	Acropora secale	C3
1577	Acropora secale	C3
1578	Acropora secale	C3
1579	Acropora secale	C3
1580	Acropora secale	C3
1581	Acropora secale	C3
1582	Acropora secale	C3
1583	Acropora secale	C3u
1584	Acropora secale	C3u
1585	Acropora secale	C3u
1586	Acropora secale	C3u
1587	Acropora secale	C3u
1588	Acropora secale	C3u
1589	Acropora secale	C3u
1590	Acropora secale	C3u
1591	Acropora secale	C3u
1592	Acropora secale	C3u
1593	Acropora secale	C3u
1594	Acropora secale	C3u
1595	Acropora secale	C3u
1596	Acropora secale	C3u
1597	Acropora secale	C3u
1598	Acropora secale	C3u
1599	Acropora secale	C3u
1600	Acropora secale	C3u
1601	Acropora secale	C3u
1602	Acropora secale	C3u
1603	Acropora secale	C3z
1604	Acropora selago	C3
1605	Acropora selago	C3
1606	Acropora solitaryensis	C1
1607	Acropora solitaryensis	C1
1608	Acropora solitaryensis	C1
1609	Acropora solitaryensis	C1
1610	Acropora solitaryensis	C1
1611	Acropora solitaryensis	C1
1612	Acropora solitaryensis	C1
1613	Acropora solitaryensis	C1
1614	Acropora solitaryensis	C1
1615	Acropora solitaryensis	C1
1616	Acropora solitaryensis	C1
1617	Acropora solitaryensis	C1
1618	Acropora solitaryensis	C1
1619	Acropora solitaryensis	C1
1620	Acropora solitaryensis	C1
1621	Acropora solitaryensis	C3u
1622	Acropora solitaryensis	C3u
1623	Acropora solitaryensis	C3u
1624	Acropora solitaryensis	C3u
1625	Acropora solitaryensis	C3u
1626	Acropora solitaryensis	C3u
1627	Acropora solitaryensis	C3u
1628	Acropora solitaryensis	C3u
1629	Acropora solitaryensis	C3u
1630	Acropora solitaryensis	C3z
1631	Acropora solitaryensis	C3z
1632	Acropora spathulata	C3
1633	Acropora spathulata	C3
1634	Acropora spathulata	C3i
1635	Acropora spathulata	C3i
1636	Acropora spathulata	C3i
1637	Acropora subglabra	C3
1638	Acropora subulata	C101
1639	Acropora subulata	C109a
1640	Acropora subulata	C109a
1641	Acropora subulata	C3
1642	Acropora subulata	C3
1643	Acropora subulata	C3u
1644	Acropora subulata	C3u
1645	Acropora subulata	C3u
1646	Acropora subulata	C3u
1647	Acropora subulata	C3u
1648	Acropora subulata	C3u
1649	Acropora subulata	C3u
1650	Acropora subulata	C3z
1651	Acropora subulata	D1-4
1652	Acropora tenuis	C1
1653	Acropora tenuis	C1
1654	Acropora tenuis	C1
1655	Acropora tenuis	C1
1656	Acropora tenuis	C1
1657	Acropora tenuis	C1
1658	Acropora tenuis	C1
1659	Acropora tenuis	C1
1660	Acropora tenuis	C1
1661	Acropora tenuis	C1
1662	Acropora tenuis	C1
1663	Acropora tenuis	C1
1664	Acropora tenuis	C1
1665	Acropora tenuis	C1
1666	Acropora tenuis	C1
1667	Acropora tenuis	C1
1668	Acropora tenuis	C1
1669	Acropora tenuis	C1
1670	Acropora tenuis	C1
1671	Acropora tenuis	C1
1672	Acropora tenuis	C1
1673	Acropora tenuis	C1
1674	Acropora tenuis	C1
1675	Acropora tenuis	C1
1676	Acropora tenuis	C1
1677	Acropora tenuis	C1
1678	Acropora tenuis	C1
1679	Acropora tenuis	C1
1680	Acropora tenuis	C1
1681	Acropora tenuis	C1
1682	Acropora tenuis	C1
1683	Acropora tenuis	C1
1684	Acropora tenuis	C1
1685	Acropora tenuis	C1
1686	Acropora tenuis	C1
1687	Acropora tenuis	C1
1688	Acropora tenuis	C101
1689	Acropora tenuis	C101
1690	Acropora tenuis	C21
1691	Acropora tenuis	C3
1692	Acropora tenuis	C3
1693	Acropora tenuis	C3
1694	Acropora tenuis	C3
1695	Acropora tenuis	C3
1696	Acropora tenuis	C3
1697	Acropora tenuis	C3
1698	Acropora tenuis	C3
1699	Acropora tenuis	C3
1700	Acropora tenuis	C3
1701	Acropora tenuis	C3
1702	Acropora tenuis	C3
